Department,Course Title,Course No.,Related Dept,Related Dept 2,Related Dept 3
EEE,Artificial Intelligence,0714-EEE0714-EEE-4,,,
EEE,Data Base Management System,0612-CSE0612-CSE-4,Management,,
EEE,Renewable Energy Technology,0713-EEE0713-EEE-4,,,
EEE,Renewable Energy Technology Laboratory,0713-EEE0713-EEE-4,,,
EEE,Project Work,0714-EEE0714-EEE-4,,,
EEE,Advanced Semiconductor Devices,0714-EEE0714-EEE-4,,,
EEE,Digital Image Processing,0714-EEE0714-EEE-4,,,
EEE,Network and Information Security,0612-CSE0612-CSE-4,,,
EEE,High Voltage Engineering,0713-EEE0713-EEE-4,,,
EEE,Internet of Things,0714-EEE0714-EEE-4,,,
EEE,Neural Network and Fuzzy Systems,0714-EEE0714-EEE-4,,,
EEE,Robotics and Embedded Systems,0714-EEE0714-EEE-4,,,
CSE,Discrete Mathematics,N/ACSE 1101,Mathematics,,
CSE,Computational Problem Solving,N/ACSE 1103,,,
CSE,Electrical Circuits,N/AEEE 1105,EEE,,
CSE,Differential and Integral Calculus,N/AMATH 1107,Mathematics,,
CSE,History of Emergence of Bangladesh,N/AHUM 1109,History,Bangla,
CSE,Computational Problem Solving Lab,N/ACSE 1104,,,
CSE,Electrical Circuits Lab,N/AEEE 1106,EEE,,
CSE,Structured Programming,CSE 1103CSE 1201,,,
CSE,Digital Logic Design,N/ACSE 1203,Philosophy,,
CSE,Physics,N/APHY 1205,Physics,,
CSE,Linear Algebra,N/AMATH 1207,Mathematics,GEB,
CSE,Electronic Devices and Circuits,N/AEEE 1209,EEE,,
CSE,Structured Programming Lab,N/ACSE 1202,,,
CSE,Digital Logic Design Lab,N/ACSE 1204,Philosophy,,
CSE,Physics Lab,N/APHY 1206,Physics,,
CSE,Electronic Devices and Circuits Lab,N/AEEE 1210,EEE,,
CSE,Data Structures and Algorithms,CSE 1201CSE 2101,,,
CSE,Object Oriented Design and Programming,CSE 1201CSE 2103,,,
CSE,Data Structures and Algorithms Lab,N/ACSE 2102,,,
CSE,Object Oriented Design and Programming Lab,N/ACSE 2104,,,
CSE,Computer Architecture and Microprocessor,N/ACSE 2105,,,
CSE,Microprocessor and Assembly Language Lab,N/ACSE 2106,,,
CSE,"Differential Equations, Laplace Transform and Fourier Analysis",N/AMATH 2107,Mathematics,IER,
CSE,Data and Telecommunication,N/ACSE 2109,Commuinication & Journalism,,
CSE,Database Management System,CSE 2101CSE 2201,Management,,
CSE,Design and Analysis of Algorithms,CSE 2101CSE 2203,,,
CSE,Microcontroller and Embedded System,CSE 2105CSEA 2205,,,
CSE,Database Management System Lab,N/ACSE 2202,Management,,
CSE,Design and Analysis of Algorithms Lab,N/ACSE 2204,,,
CSE,Microcontroller and Embedded System Lab,N/ACSE 2206,,,
CSE,Probability and Statistics,N/ASTAT 2207,Statistics,,
CSE,Numerical Methods,N/ACSE 2209,Mathematics,,
CSE,Software Engineering,CSE 2201CSE 3101,,,
CSE,Algorithm Engineering,CSE 2203CSE 3105,,,
CSE,Software Design and Development Project,N/ACSE 3102,Development Studies,,
CSE,Web Engineering and Technology,N/ACSE 3103,,,
CSE,Web Engineering and Technology Lab,N/ACSE 3104,,,
CSE,Random Processes,N/ASTAT 3107,,,
CSE,Operating System,N/ACSE 3109,,,
CSE,Operating System Lab,N/ACSE 3110,,,
CSE,Computer Network,CSE 2109CSE 3201,,,
CSE,Computer Network Lab,N/ACSE 3202,,,
CSE,Artificial Intelligence,N/ACSE 3203,,,
CSE,Artificial Intelligence Lab,N/ACSE 3204,,,
CSE,Information Security,N/ACSE 3205,,,
CSE,Information Security Lab,N/ACSE 3206,,,
CSE,Theory of Computation,N/ACSE 3207,,,
CSE,Digital Image Processing,N/ACSE 3209,,,
CSE,Digital Image Processing Lab,N/ACSE 3210,,,
CSE,Introduction to Data Science,N/ACSE 3211,,,
CSE,Introduction to Data Science Lab,N/ACSE 3212,,,
CSE,Bioinformatics,N/ACSE 3213,,,
CSE,Bioinformatics Lab,N/ACSE 3214,,,
CSE,Mobile Application Development,N/ACSE 3215,Development Studies,,
CSE,Mobile Application Development Lab,N/ACSE 3216,Development Studies,,
CSE,Simulation and Modeling,N/ACSE 3217,,,
CSE,Simulation and Modeling Lab,N/ACSE 3218,,,
CSE,Computer Graphics,N/ACSE 3219,,,
CSE,Computer Graphics Lab,N/ACSE 3220,,,
CSE,Wireless Networks,N/ACSE 3221,,,
CSE,Wireless Networks Lab,N/ACSE 3222,,,
CSE,Machine Learning,CSE 3203CSE 4101,,,
CSE,Internet of Things,CSE 3201CSE 4103,,,
CSE,Internship,N/ACSE 4100,,,
CSE,Machine Learning Lab,N/ACSE 4102,,,
CSE,Internet of Things Lab,N/ACSE 4104,,,
CSE,Professional Ethics and Environment,N/AHUM 4105,Philosophy, Environmental Science,
CSE,Project – Part A,N/ACSE 4110,,,
CSE,Parallel and Distributed Systems,N/ACSE 4201,,,
CSE,Parallel and Distributed Systems Lab,N/ACSE 4202,,,
CSE,IT Project Management,N/AMIS 4203,Management,,
CSE,ICT Business Entrepreneurship,N/ABUS 4205,,,
CSE,Project – Part B,N/ACSE 4210,,,
CSE,Deep Neural Network,N/ACSE 4211,,,
CSE,Deep Neural Network Lab,N/ACSE 4212,,,
CSE,Natural Language Processing,N/ACSE 4213,,,
CSE,Natural Language Processing Lab,N/ACSE 4214,,,
CSE,Data Mining,N/ACSE 4215,,,
CSE,Data Mining Lab,N/ACSE 4216,,,
CSE,Digital Forensics,N/ACSE 4217,,,
CSE,Digital Forensics Lab,N/ACSE 4218,,,
CSE,Software Security,N/ACSE 4219,,,
CSE,Software Security Lab,N/ACSE 4220,,,
CSE,Compiler Design,N/ACSE 4221,,,
CSE,Compiler Design Lab,N/ACSE 4222,,,
CSE,Cloud Computing,N/ACSE 4223,,,
CSE,Cloud Computing Lab,N/ACSE 4224,,,
CSE,Big Data Analytics,N/ACSE 4225,Mathematics,,
CSE,Information Retrieval,N/ACSE 4227,,,
CSE,Human Robot Interaction,N/ACSE 4229,,,
CSE,Computer Vision,N/ACSE 4231,,,
CSE,Software Testing and Quality Assurance,N/ACSE 4233,,,
CSE,VLSI Design and Formal Verification,N/ACSE 4235,,,
CSE,Parallel and Distributed Database Systems,N/ACSE 4237,,,
CSE,Applied Cryptography,N/ACSE 4239,,,
CSE,Wireless Network Security,N/ACSE 4241,,,
CSE,Graph Theory,N/ACSE 4243,,,
CSE,Operations Research,N/ACSE 4245,,,
CSE,Quantum Computing,N/ACSE 4247,,,
CSE,Game Theory,N/ACSE 4249,,,
CSE,Human Computer Interaction,N/ACSE 4251,,,
Forestry,Introduction to Forestry,FOR 111,,,
Forestry,Functional English,FOR 112,English,,
Forestry,Advanced Algebra and Trigonometry,FOR 113,Mathematics,GEB,
Forestry,Forest Botany,FOR 114,Botany,,
Forestry,Fundamentals of Chemistry,FOR 115,Chemistry,,
Forestry,Forest Zoology,FOR 116,Zoology,,
Forestry,Speech and Communication,FOR 117,Commuinication & Journalism,,
Forestry,Field Work and Viva-voce,FOR 118,,,
Forestry,Dendrology,FOR 121,,,
Forestry,Physics,FOR 122,Physics,,
Forestry,Advanced Geometry and Calculus,FOR 123,Mathematics,,
Forestry,Sociology,FOR 124,Sociology,,
Forestry,Geology and Soil Science,FOR 125,Soil Science,,
Forestry,Survey and Settlement,FOR 126,,,
Forestry,Military Science,FOR 127,,,
Forestry,Field Work and Viva-voce,FOR 128,,,
Forestry,Forest Ecology,FOR 211,,,
Forestry,Tree Physiology,FOR 212,,,
Forestry,Principles of Economics,FOR 213,Economics,,
Forestry,Atmospheric Science,FOR 214,,,
Forestry,Forest Entomology,FOR 215,,,
Forestry,Computer Application in Forestry,FOR 216,CSE,,
Forestry,Field Work and Viva-voce,FOR 217,,,
Forestry,Wildlife Ecology and Management,FOR 221,Management,,
Forestry,Fundamentals of Statistics,FOR 222,Statistics,,
Forestry,"Aerial Photogrammetry, Remote Sensing and GIS",FOR 223,,,
Forestry,Biodiversity Conservation,FOR 224,,,
Forestry,"Mycology, Pathology and Forest Protection",FOR 225,,,
Forestry,Protected Area Management and Ecotourism,FOR 226,Management,,
Forestry,Field Work and Viva-voce,FOR 227,,,
Forestry,Urban and landscape forestry,FOR 321,,,
Forestry,"Rubber, Tea, Coffee",FOR 322,,,
Forestry,Plantation Silviculture,FOR 323,Botany,,
Forestry,Agroforestry,FOR 324,,,
Forestry,Forest harvesting,FOR 325,,,
Forestry,forest transportation and engineering,FOR 326,,,
Forestry,Principles and practice of silviculture,FOR 311,,,
Forestry,Forestry extension and social forestry,FOR 312,,,
Forestry,Wood structure and properties,FOR 313,,,
Forestry,Non-wood forest products,FOR 314,,,
Forestry,Forest mensuration and inventory,FOR 315,,,
Forestry,Forest management,FOR 411,Management,,
Forestry,Wood processing and utilization,FOR 412,,,
Forestry,"Wood composites, pulp and pulp products",FOR 413,,,
Forestry,Research methodology,FOR 414,,,
Forestry,"Field work, and viva- voce",FOR 417,,,
Pharmacy,Introduction to Pharmacy,PHR101,,,
Pharmacy,Inorganic Pharmaceutical Chemistry-I,PHR102,Chemistry,,
Pharmacy,Inorganic Pharmaceutical Chemistry-I-Lab,PHR102 L,Chemistry,,
Pharmacy,Organic Pharmaceutical Chemistry-I,PHR103,Chemistry,,
Pharmacy,Organic Pharmaceutical Chemistry-I-Lab,PHR103 L,Chemistry,,
Pharmacy,Physical Pharmacy-I,PHR104,,,
Pharmacy,Physical Pharmacy-I-Lab,PHR104 L,,,
Pharmacy,Pharmacognosy-I,PHR105,,,
Pharmacy,Pharmacognosy-I-Lab,PHR105 L,,,
Pharmacy,Physiology-I,PHR106,,,
Pharmacy,Physiology-I-Lab,PHR106 L,,,
Pharmacy,Pharmaceutical Microbiology,PHR107,Microbiology,,
Pharmacy,Pharmaceutical Microbiology-Lab,PHR107 L,Microbiology,,
Pharmacy,Basic Anatomy,PHR108,,,
Pharmacy,Computer Applications in Pharmacy,PHR109,CSE,,
Pharmacy,Mathematics & Fundamentals of Statistics,MAT110,Statistics,Mathematics,
Pharmacy,Inorganic Pharmaceutical Chemistry-II,PHR201,Chemistry,,
Pharmacy,Inorganic Pharmaceutical Chemistry-II-Lab,PHR201 L,Chemistry,,
Pharmacy,Organic Pharmaceutical Chemistry-II,PHR202,Chemistry,,
Pharmacy,Physical Pharmacy-II,PHR203,,,
Pharmacy,Physical Pharmacy-II-Lab,PHR203 L,,,
Pharmacy,Pharmacognosy-II,PHR204,,,
Pharmacy,Pharmacognosy-II-Lab,PHR204 L,,,
Pharmacy,Physiology-II,PHR205,,,
Pharmacy,Physiology-II-Lab,PHR205 L,,,
Pharmacy,Biochemistry & Molecular Biology,PHR206,Chemistry, Biochemistry & Molecular Biology,
Pharmacy,Biochemistry & Molecular Biology-Lab,PHR206 L,Chemistry, Biochemistry & Molecular Biology,
Pharmacy,Pharmaceutical Technology-I,PHR207,,,
Pharmacy,Pharmaceutical Technology-I-Lab,PHR207 L,,,
Pharmacy,Pharmacology-I,PHR208,,,
Pharmacy,Pharmacology-I-Lab,PHR208 L,,,
Pharmacy,Pharmaceutical Analysis-I,PHR301,,,
Pharmacy,Pharmaceutical Analysis-I-Lab,PHR301 L,,,
Pharmacy,Medicinal Chemistry-I,PHR302,Chemistry,,
Pharmacy,Medicinal Chemistry-I-Lab,PHR302 L,Chemistry,,
Pharmacy,Pharmacology-II,PHR303,,,
Pharmacy,Pharmacology-II-Lab,PHR303 L,,,
Pharmacy,Clinical Pathology,PHR304,,,
Pharmacy,Pharmaceutical Technology-II,PHR305,,,
Pharmacy,Pharmaceutical Technology-II-Lab,PHR305 L,,,
Pharmacy,Pharmaceutical Engineering,PHR306,,,
Pharmacy,Biopharmaceutics-I,PHR307,,,
Pharmacy,Biopharmaceutics-I-Lab,PHR307 L,,,
Pharmacy,Applied Microbiology,PHR308,Microbiology,,
Pharmacy,Pharmaceutical Biotechnology,PHR309,GEB,,
Pharmacy,Pharmaceutical Marketing & Management,PHR310,Marketing,Management,
Pharmacy,Cosmetology-Lab,PHR408 L,,,
Pharmacy,Pharmacy Practice-I,PHR409,,,
Pharmacy,Industrial Training,PHR410,,,
Pharmacy,Pharmaceutical Analysis-II,PHR401,,,
Pharmacy,Pharmaceutical Analysis-II-Lab,PHR401 L,,,
Pharmacy,Medicinal Chemistry-II,PHR402,Chemistry,,
Pharmacy,Medicinal Chemistry-II-Lab,PHR402 L,Chemistry,,
Pharmacy,Pharmacology-III,PHR403,,,
Pharmacy,Pharmacology-III-Lab,PHR403 L,,,
Pharmacy,Disease Management-I,PHR404,Management,,
Pharmacy,Clinical Pharmacy,PHR405,,,
Pharmacy,Pharmaceutical Technology-III,PHR406,,,
Pharmacy,Pharmaceutical Technology-III-Lab,PHR406 L,,,
Pharmacy,Biopharmaceutics-II,PHR407,,,
Pharmacy,Biopharmaceutics-II-Lab,PHR407 L,,,
Pharmacy,Cosmetology,PHR408,,,
Pharmacy,Quality Control & Analytical Method Validation,PHR501,Mathematics,,
Pharmacy,Quality Control & Analytical Method Validation-Lab,PHR501 L,Mathematics,,
Pharmacy,"Functional Foods, Nutraceuticals and Herbal Medicine",PHR502,,,
Pharmacy,Biostatistics and Bioinformatics,PHR503,Statistics,,
Pharmacy,Disease Management-II,PHR504,Management,,
Pharmacy,Clinical Research and Clinical Pharmacokinetics,PHR505,,,
Pharmacy,Clinical Research and Clinical Pharmacokinetics-Lab,PHR505 L,,,
Pharmacy,Pharmacy Practice-II,PHR506,,,
Pharmacy,Pharmaceutical Regulatory Affairs,PHR507,,,
Pharmacy,Hospital Training,PHR508,,,
Pharmacy,Project and Dissertation,PHR509,,,
Environmental Science,Introduction to Environmental Sciences,Env.110,,,
Environmental Science,Fundamental of Chemistry,Env.120,Chemistry,,
Environmental Science,Fundamental of Earth Sciences,Env.130,,,
Environmental Science,Fundamental of Biological Sciences,Env.140,Philosophy,,
Environmental Science,Mathematics and Statistics for Environmental Sciences,Env.105,Statistics, Mathematics,
Environmental Science,Meteorology and Climatic process,Env.115,,,
Environmental Science,Environmental Physics,Env.125,Physics,,
Environmental Science,General Chemistry practical: Qualitative and Quantitative Analysis,Env.111,Chemistry,,
Environmental Science,Laboratory and Field work on Earth and Environmental Sciences,Env.121,,,
Environmental Science,Laboratory and field work on Biology for Environmental sciences,Env.131,,,
Environmental Science,Environmental Chemistry,Env.210,Chemistry,,
Environmental Science,Environmental Earth Sciences and Soil Sciences (A and B),Env.220,Soil Science,,
Environmental Science,Environmental Biology,Env.230,,,
Environmental Science,Analytical Chemistry,Env.205,Chemistry, Mathematics,
Environmental Science,Remote sensing and GIS,Env.215,,,
Environmental Science,Hydrochemistry,Env.225,Chemistry,,
Environmental Science,Environmental Data Handling and Statistics,Env.235,Statistics,,
Environmental Science,Environmental Economics and Population Dynamics,Env.245,Economics,,
Environmental Science,Laboratory and Field work in Environmental Chemistry,Env.211,Chemistry,,
Environmental Science,"Practical training on environmental data handling, remote sensing and GIS",Env.221,,,
Environmental Science,Laboratory and Field work in Environmental Biology,Env.231,,,
Environmental Science,Industrial Pollution and Mitigation,Env.310,,,
Environmental Science,Integrated Coastal Zone and Floodplain Managements,Env.320,Management,,
Environmental Science,"Energy, Environment and Sustainable Development: Bangladesh perspectives",Env.330,Bangla, Development Studies,
Environmental Science,Environmental Biochemistry and Eco-Toxicology,Env.305,Chemistry,Biochemistry & Molecular Biology,
Environmental Science,Environmental Geochemistry,Env.315,Chemistry,,
Environmental Science,Environmental Microbiology,Env.325,Microbiology,,
Environmental Science,Ecology and Biodiversity,Env.335,,,
Environmental Science,Geography and Geology of the Bengal Basin,Env.345,,,
Environmental Science,Hydrology and Water Resources,Env.355,,,
Environmental Science,Waste Management,Env.365,Management,,
Environmental Science,Laboratory and field work on Environmental Pollution and Mitigation,Env.311,,,
Environmental Science,Laboratory and Field work in Environmental Earth and Soil Science,Env.321,Soil Science,,
Environmental Science,Field and laboratory work on Ecology and Environmental Microbiology,Env.331,Microbiology,,
Environmental Science,Instrumentation in Environmental Sciences,Env.410,,,
Environmental Science,Biological pollution and Mitigation,Env.420,Philosophy,,
Environmental Science,Environmental Hazards and Disaster managements,Env.430,Management,,
Environmental Science,Environmental Biogeochemistry,Env.405,Chemistry,,
Environmental Science,"Health, Sanitation and Environment",Env.415,,,
Environmental Science,Environmental Impact Assessment and Planning,Env.425,,,
Environmental Science,Environmental Geophysics,Env.435,Physics,,
Environmental Science,Nature Conservation,Env.445,,,
Environmental Science,Environmental Modelling,Env.455,,,
Environmental Science,Limnology and Oceanography,Env.465,Oceanography,,
Environmental Science,Agriculture and Environment,Env.475,,,
Environmental Science,"Environmental Laws, Protocols and Ethics",Env.485,LAW, Philosophy,
Environmental Science,Project work/Internship,Env.411,,,
Environmental Science,Field work in Environmental Sciences,Env.421,,,
Public Administration ,Introduction to Public Administration,PA 111,,,
Public Administration ,Fundamentals of Management,PA 112,Management,,
Public Administration ,Fundamentals of Economics,PA 113,Economics,,
Public Administration ,Fundamentals of Sociology,PA 114,Sociology,,
Public Administration ,Introduction to Politics and Government,PA 121,Political Science,,
Public Administration ,Introduction to Bangladesh Public Administration,PA 122,Bangla,,
Public Administration ,Local Government and Decentralization,PA 123,,,
Public Administration ,Rural Development,PA 124,Development Studies,,
Public Administration ,Introduction to Political Economy,PA 211,Political Science,,
Public Administration ,Human Resource Management,PA 212,Management,,
Public Administration ,Urban Development and Governance,PA 213,Development Studies,,
Public Administration ,Human Resource Management in Bangladesh Public Service,PA 214,Management,Bangla,
Public Administration ,Governance and Leadership,PA 221,,,
Public Administration ,Management of NGOs and Social Entrepreneurships,PA 222,Management,,
Public Administration ,"Gender, Administration and Development",PA 223,Development Studies,,
Public Administration ,Public Financial Administration and Management,PA 224,Management,,
Public Administration ,Basic Concepts of Social Research,PA 311,,,
Public Administration ,Project Management,PA 312,Management,,
Public Administration ,"Environment, Disaster and Risk Governance",PA 313,Environmental Science,,
Public Administration ,"Civil Rights, Judicial and Regulatory Administration in Bangladesh",PA 314,Bangla,,
Public Administration ,Management of Banks and Financial Institutions,PA 321,Management,,
Public Administration ,Managing Public Private Partnerships,PA 322,,,
Public Administration ,Qualitative Research Methods,PA 323,,,
Public Administration ,Administrative Law and Ethics,PA 324,LAW,Philosophy,
Public Administration ,Introduction to Public Management,PA 411,Management,,
Public Administration ,Performance Management: Theory and Practice,PA 412,Management,,
Public Administration ,"International Trade, Protection and Negotiation",PA 413,,,
Public Administration ,Quantitative Research,PA 414,,,
Public Administration ,Managing Innovation and Change in Public Sector,PA 421,,,
Public Administration ,Introduction to Public Policy,PA 422,,,
Public Administration ,Research Research Monograph,PA 423,,,
Institute of Marine Science,Marine and Estuarine Ecology,MS-101,,,
Institute of Marine Science,Marine and Estuarine Ecology Practical,MS-102,,,
Institute of Marine Science,Marine Microbiology,MS-103,Microbiology,,
Institute of Marine Science,Marine Microbiology Practical,MS-104,Microbiology,,
Institute of Marine Science,Planktology,MS-105,,,
Institute of Marine Science,Planktology Practical,MS-106,,,
Institute of Marine Science,Biochemistry and Physiology of Marine Organisms,MS-107,Chemistry,Biochemistry & Molecular Biology,
Institute of Marine Science,Biochemistry and Physiology of Marine Organisms Practical,MS-108,Chemistry,Biochemistry & Molecular Biology,
Institute of Marine Science,Marine Invertebrates,MS-109,,,
Institute of Marine Science,Marine Invertebrates Practical,MS-110,,,
Institute of Marine Science,Ichthyology and Systematics,MS-111,,,
Institute of Marine Science,Ichthyology and Systematics Practical,MS-112,,,
Institute of Marine Science,Coastal and Marine Botany,MS-113,Botany,,
Institute of Marine Science,Coastal and Marine Botany Practical,MS-114,Botany,,
Institute of Marine Science,Communicative English,MS-115,English,,
Institute of Marine Science,Physical Oceanography,MS-201,Oceanography ,,
Institute of Marine Science,Physical Oceanography Practical,MS-202,Oceanography ,,
Institute of Marine Science,Chemical Oceanography,MS-203,Oceanography ,,
Institute of Marine Science,Chemical Oceanography Practical,MS-204,Oceanography ,,
Institute of Marine Science,Biodiversity and Conservation,MS-205,,,
Institute of Marine Science,Biodiversity and Conservation Practical,MS-206,,,
Institute of Marine Science,Hydrography and Navigation,MS-207,,,
Institute of Marine Science,Hydrography and Navigation Practical,MS-208,,,
Institute of Marine Science,Aquaculture,MS-209,,,
Institute of Marine Science,Aquaculture Practical,MS-210,,,
Institute of Marine Science,Aquaculture Planning and Engineering,MS-211,,,
Institute of Marine Science,Aquaculture Planning and Engineering Practical,MS-212,,,
Institute of Marine Science,Seafood Processing Technology,MS-213,,,
Institute of Marine Science,Seafood Processing Technology Practical,MS-214,,,
Institute of Marine Science,Mathematics,MS-215,Mathematics,,
Institute of Marine Science,Statistics,MS-301,Statistics,,
Institute of Marine Science,Statistics Practical,MS-302,Statistics,,
Institute of Marine Science,Geological Oceanography,MS-303,Philosophy,Oceanography,
Institute of Marine Science,Geological Oceanography Practical,MS-304,Philosophy,Oceanography,
Institute of Marine Science,Marine Pollution,MS-305,,,
Institute of Marine Science,Marine Pollution Practical,MS-306,,,
Institute of Marine Science,Remote Sensing,MS-307,,,
Institute of Marine Science,Remote Sensing Practical,MS-308,,,
Institute of Marine Science,Geographic Information Systems,MS-309,,,
Institute of Marine Science,Geographic Information Systems Practical,MS-310,,,
Institute of Marine Science,Integrated Coastal Zone Management,MS-311,Management,,
Institute of Marine Science,Integrated Coastal Zone Management Practical,MS-312,Management,,
Institute of Marine Science,Fluid Dynamics and Sediment Transport,MS-313,,,
Institute of Marine Science,Fluid Dynamics and Sediment Transport Practical,MS-314,,,
Institute of Marine Science,Wetland and Lake Management,MS-315,Management,,
Institute of Marine Science,Wetland and Lake Management Practical,MS-316,Management,,
Institute of Marine Science,Marine Affairs,MS-317,,,
Institute of Marine Science,Meteorology and Ocean Forecasting,MS-401,Oceanography,,
Institute of Marine Science,Meteorology and Ocean Forecasting Practical,MS-402,Oceanography,,
Institute of Marine Science,Mangroves Ecosystem and Management,MS-403,Management,,
Institute of Marine Science,Mangroves Ecosystem and Management Practical,MS-404,Management,,
Institute of Marine Science,Fisheries Resources Assessment and Management,MS-405,Management, Fisheries,
Institute of Marine Science,Fisheries Resources Assessment and Management Practical,MS-406,Management, Fisheries,
Institute of Marine Science,Fish and Shellfish Health Management,MS-407,Management, Fisheries,
Institute of Marine Science,Fish and Shellfish Health Management Practical,MS-408,Management, Fisheries,
Institute of Marine Science,Fish and Shellfish Nutrition,MS-409,Fisheries,,
Institute of Marine Science,Fish and Shellfish Nutrition Practical,MS-410,Fisheries,,
Institute of Marine Science,Fish Breeding and Genetics,MS-411,GEB, Fisheries,
Institute of Marine Science,Fish Breeding and Genetics Practical,MS-412,GEB, Fisheries,
Institute of Marine Science,Environmental Impact Assessment and Management,MS-413,Management,Environmental Science,
Institute of Marine Science,Environmental Impact Assessment and Management Practical,MS-414,Management,Environmental Science,
Institute of Marine Science,Fish Pharmacology,MS-415,Fisheries,,
Institute of Marine Science,Fish Pharmacology Practical,MS-416,Fisheries,,
Institute of Marine Science,Research Methodology,MS-417,,,
Institute of Marine Science,Research Methodology Practical,MS-418,,,
